"source","left_context","verb","right_context","korpus","gender","verbform","verbform_factor","korpus_factor","gender_factor"
"V Mitfordu je nejlíp","vás zkrátka obdivuju , otče . “ „ No ,","děkuji",". Jemináčku . “ „ Prý jste v kostele plakal","written","f","i","i","written","f"
"V Mitfordu je nejlíp","„ No , nijak zvlášť velkým , Bille , ale","děkuju",". A děkuju za všechno , co můžete udělat .","written","f","u","u","written","f"
"V Mitfordu je nejlíp","nijak zvlášť velkým , Bille , ale děkuju . A","děkuju","za všechno , co můžete udělat . Tohle bude pro","written","f","u","u","written","f"
"V Mitfordu je nejlíp","Prosím , “ řekla . „ Nastupte si . A","děkuji",". “ Posadil se a připadal si jako hlupák ,","written","f","i","i","written","f"
"V Mitfordu je nejlíp","„ Jako obvykle , “ odpověděl Omer . „ A","děkuju",", madam . “ „ Není zač , “ řekla","written","f","u","u","written","f"
"V Mitfordu je nejlíp","pětihvězdičkovém hotelu , “ řekl Dooley . „ Že mockrát","děkuju",". Už je na tebe Sammy hodnější ? “ „","written","f","u","u","written","f"
"V Mitfordu je nejlíp","se vám povedlo , Vanito . “ „ Jé ,","děkuju",". Od vás si té chvály zvlášť vážím . “","written","f","u","u","written","f"
"V Mitfordu je nejlíp","To bylo roztomilý . “ „ Tak , Shirlene ,","děkuju","vám , že jste mi dovolila , abych ten poukaz","written","f","u","u","written","f"
"V Mitfordu je nejlíp","totiž rozhodl , jak s ním naložím , a mockrát","děkuju",", bylo to od vás šlechetné . “ „ Škoda","written","f","u","u","written","f"
"V Mitfordu je nejlíp","ho Pánbůh stvořil ? Mně moje přirozená barva stačí ,","děkuju","mockrát . Je telefon pořád vyvěšený ? “ „ Ano","written","f","u","u","written","f"
"V Mitfordu je nejlíp",", hlavu skloněnou proti vířivé chumelenici . „ Děkuji ,","děkuji",", děkuji , děkuji … “ šeptal do houstnoucího soumraku","written","f","i","i","written","f"
"V Mitfordu je nejlíp","skloněnou proti vířivé chumelenici . „ Děkuji , děkuji ,","děkuji",", děkuji … “ šeptal do houstnoucího soumraku . Jeho","written","f","i","i","written","f"
"V Mitfordu je nejlíp","vířivé chumelenici . „ Děkuji , děkuji , děkuji ,","děkuji","… “ šeptal do houstnoucího soumraku . Jeho dech se","written","f","i","i","written","f"
"Okamžik všeho","Dobrý den , Henry , tady Catherine . Catherine ,","děkuji",", že píšete . Jsem čím dál tím zvědavější .","written","f","i","i","written","f"
"Okamžik všeho","ostatní . Co se , sakra , stalo mezi „","děkuji",", že píšete “ a „ aby ses pro mě","written","f","i","i","written","f"
"Okamžik všeho",". Pozvu ji na jídlo někam poblíž antikvariátu . A","děkuju","ti za půjčku . “ „ Je to dárek ,","written","f","u","u","written","f"
"Okamžik všeho","kterými si mě při psaní románu dobíral . Willu Schuurovi","děkuji","za to , že mi připomněl , jaké to je","written","f","i","i","written","f"
"Dívka v pavoučí síti","mumlal Frans a pak nerozhodně dodal : „ Sbohem a","děkuji",". “ „ Ano , jistě , samozřejmě . Doufám","written","f","i","i","written","f"
"Dívka v pavoučí síti","taky … “ „ Ano ? “ „ Moc vám","děkuju",". “ Jan Bublanski ukončil hovor , vyšel ze své","written","f","u","u","written","f"
"Dívka v pavoučí síti","„ Moc mě těší , Andreji , a ještě jednou","děkuju",". “ „ Já děkuju vám . “ „ A","written","f","u","u","written","f"
"Dívka v pavoučí síti","Andreji , a ještě jednou děkuju . “ „ Já","děkuju","vám . “ „ A za co ? “ „","written","f","u","u","written","f"
"Dívka v pavoučí síti","Altrov Bergové a Catherine Mörkové z Nordsteds Agency . Také","děkuji","Menachemu Hararimu . Dále děkuji bezpečnostnímu expertu ze společnosti Kaspersky","written","f","i","i","written","f"
"Dívka v pavoučí síti","z Nordsteds Agency . Také děkuji Menachemu Hararimu . Dále","děkuji","bezpečnostnímu expertu ze společnosti Kaspersky Lab Davidu Jacobymu , profesoru","written","f","i","i","written","f"
"Proroci z fjordu Věčnosti","džbánek piva . Porci sleďů , pane ? Ne ,","děkuji",". Dnes večer ne . Rozhlédne se kolem sebe ,","written","f","i","i","written","f"
"Proroci z fjordu Věčnosti","? Třeba deku ? Všechno je v pořádku , mnohokrát","děkuji",". Mám s sebou vlastní přikrývky . A na rozdíl","written","f","i","i","written","f"
"Proroci z fjordu Věčnosti",", kapitáne , za všechno poděkoval , říká vzrušeně ,","děkuji","za všechno , ach ano , za všechno . Kapitán","written","f","i","i","written","f"
"Proroci z fjordu Věčnosti","zcela vyprázdnil . Takový trest si určitě zasloužím . Mnohokrát","děkuji",", pane . Ale muž v mém postavení nemůže vždy","written","f","i","i","written","f"
"Proroci z fjordu Věčnosti","Marie . Jste starý muž . Nechci vás . Ale","děkuji",". Navíc jsem zasnoubená . A jak se ten šťastný","written","f","i","i","written","f"
"Proroci z fjordu Věčnosti","Můžete nám prokázat čest a oddat nás . Ach ,","děkuji",", děkuji . Jsem vážně dojat . A nezapomněla jsi","written","f","i","i","written","f"
"Proroci z fjordu Věčnosti","prokázat čest a oddat nás . Ach , děkuji ,","děkuji",". Jsem vážně dojat . A nezapomněla jsi na tenhle","written","f","i","i","written","f"
"Proroci z fjordu Věčnosti","zeptá se madam Kragstedtová zdvořile katechety . Raději vody ,","děkuji",", odpoví Bertel . Cítí , jak se mu horko","written","f","i","i","written","f"
"Proroci z fjordu Věčnosti","mým přítelem , pane Falcku , Mortene . Děkuji ,","děkuji",". Morten se nakloní a políbí ji na tvář .","written","f","i","i","written","f"
"Proroci z fjordu Věčnosti","na stěnu mezi obrazy s námořními motivy . Tak pěkně","děkuji",", řekne bednář po obřadu a stiskne Mortenovi ruku .","written","f","i","i","written","f"
"Proroci z fjordu Věčnosti","Mám ? Ne ! Ano ? Oznam obchodníkovi , že","děkuji","za pozvání , řekne . A samozřejmě rád přijdu .","written","f","i","i","written","f"
"Proroci z fjordu Věčnosti",". Náhodně vybere knihu a otevře ji . Ne ,","děkuji",", řekne chlapec hlasitě a zřetelně . Bertel ho uchopí","written","f","i","i","written","f"
"Proroci z fjordu Věčnosti",". Máte pravdu . Dám na vás , zatím vám","děkuji",". MM : Jste dobrý člověk , Mortene Falcku .","written","f","i","i","written","f"
"Proroci z fjordu Věčnosti","oázou věřících křesťanů uprostřed divokého grónského kontinentu . Každý den","děkuji","Bohu , že mne sem přivedl . Včera jsem vyléčil","written","f","i","i","written","f"
"Proroci z fjordu Věčnosti","s námi , jsme nikdy získat nemohli ! Opět mu","děkuji",", že mě uznal za hodného stát se součástí toho","written","f","i","i","written","f"
"Proroci z fjordu Věčnosti","moři má dost . Už žádné plavby , ne ,","děkuji",", žádné suchary a krupice a zápach mužů a jejich","written","f","i","i","written","f"
"Kvazikrystaly","boty — jak se jmenujete ? — , Moni ,","děkuji",", tak tedy , Moni , zvolila jste správnou obuv","written","f","i","i","written","f"
"Kvazikrystaly","v Kreuzbergu . Díky , Edith , díky Jacquesi ,","děkuji","vám za to , že moje Baby a já zase","written","f","i","i","written","f"
"Kvazikrystaly","budou čistější než Baby a budou neustále říkat prosím a","děkuji",". Nebo jak po sobě Xana s Morem budou vrhat","written","f","i","i","written","f"
"Kvazikrystaly","řidiče autobusu a německy se s ním rozloučil . Mnohokrát","děkuji","a na shledanou . Nebylo to těžké , ale lidé","written","f","i","i","written","f"
"Kvazikrystaly","z toho jí neřekl . Řekl jen : Ne ,","děkuji",", půjdu domů . Když byli zase venku na denním","written","f","i","i","written","f"
"Kvazikrystaly","pokoje . Děkuji , řekl , když váhavě vešla ,","děkuji",", vtáhl ji dál do pokoje a zamkl dveře .","written","f","i","i","written","f"
"Kvazikrystaly","? Je s ním vše v pořádku ? Ano ,","děkuji",". Sklonil se k ní , zlehka přitiskl obličej k","written","f","i","i","written","f"
"Kvazikrystaly","zeptal se táta . O tom nepochybuj , drahý ,","děkuji",", odpověděla Xana . A táta jí dolil . 9","written","f","i","i","written","f"
"Kvazikrystaly","To jste řekla vy ! Velice spokojená a šťastná ,","děkuji","za optání , pane obchodní rado , řekla Xana ,","written","f","i","i","written","f"
"Kvazikrystaly","bude mít každá z nich jen polovinu práce . Mnohokrát","děkuji","a posílám pusu , zakončila Xana . Sally odpověděla :","written","f","i","i","written","f"
"Kvazikrystaly","to proběhnout lépe , ozval se konečně Mor . Ale","děkuji","za zavolání . Jestli je na tom tak zle ,","written","f","i","i","written","f"
"Žena z horního patra","to být kompliment . “ „ Tak v tom případě","děkuju",". “ Vždycky v tom , co lidi říkají ,","written","f","u","u","written","f"
"Žena z horního patra","mi čaj . „ Mléko ? “ „ Ne ,","děkuju",". “ Chvilku jsem přemýšlela . „ A ona teda","written","f","u","u","written","f"
"Žena z horního patra","“ řekl rozpačitě . „ Díky . “ „ Já","děkuju",". “ Pozvedla jsem hrníček k přípitku a napila se","written","f","u","u","written","f"
"Žena z horního patra","vám stojí vždycky po boku ? Nikdo , kurva ,","děkuju","za optání . Já chodím všude sama . Ukázalo se","written","f","u","u","written","f"
"Žena z horního patra","Joachima Nettelbecka a Luky Giulianiho . Za nasměrování do Berlína","děkuji","Stephenu Greenblattovi a Ramie Targoffové ; dále Diale Ezzedinové a","written","f","i","i","written","f"
"Vražedné struny","ze které odkapává mazlavá hnědá tekutina . „ Ne ,","děkuji",". “ „ Pivo ? “ „ Ne , děkuji","written","f","i","i","written","f"
"Vražedné struny","děkuji . “ „ Pivo ? “ „ Ne ,","děkuji",". “ Mary se zmateně podívala na McGraye , ale","written","f","i","i","written","f"
"Vražedné struny","dosud zrudlou . „ Musím se teď vzdálit , ale","děkuji",", že jste snášel mé tlachání . “ „ Naopak","written","f","i","i","written","f"
"Oheň lásky","Bůh . O tom byl hluboce přesvědčen . A já","děkuji","Bohu , že jsem tuto cestu vykonal , protože naše","written","f","i","i","written","f"
"Výš než v sedmém nebi","objeví Karel . „ Bratře , “ řekne , „","děkuji","ti za všechnu tvou pomoc . Za chvíli budu muset","written","f","i","i","written","f"
"Výš než v sedmém nebi","dobrý . „ Moc mi chutnaly , ale ne ,","děkuji",". A ještě jednou bych ti chtěl poděkovat za všechnu","written","f","i","i","written","f"
"Výš než v sedmém nebi","chci své příští sezení zrušit a že jí za všechno","děkuju",". Hodím jí ho do schránky . Odjíždím na kole","written","f","u","u","written","f"
"Výš než v sedmém nebi","kolem . „ Ne , to je v pořádku ,","děkuji",". “ Přátelskost přichází vždy z nečekaných stran . Myslím","written","f","i","i","written","f"
"Z lásky k vám","a válení na slunci . Už se nemůžu dočkat ,","děkuju","za optání , pane Burnsi . “ „ Barnes .","written","f","u","u","written","f"
"Z lásky k vám",", že tohle je vaše . “ „ Dě …","děkuju",", ano , je . “ „ Nezískal ten autor","written","f","u","u","written","f"
"Z lásky k vám","kamarádům . „ Děkuju , Guido . Strašně moc ti","děkuju",", “ zašeptala tichounce . Od doby , kdy Kate","written","f","u","u","written","f"
"Z lásky k vám","slzy , které jí užuž hrozily vyhrknout . „ Mockrát","děkuju","! To je pro mě ? “ Holčička nepatrně přikývla","written","f","u","u","written","f"
"Z lásky k vám","vyzvednout . Zavolám vám , jakmile se zabydlí , mockrát","děkuju",". “ Přejela prsty po tlustém spisu , který měla","written","f","u","u","written","f"
"Z lásky k vám","už jsi stará ! “ „ Tak to ti pěkně","děkuju","! Ty mě tady máš povzbuzovat ! “ „ Vážně","written","f","u","u","written","f"
"Z lásky k vám","vodopád . „ Ne , nemůžu tady zůstat , ale","děkuju","za nabídku . Lydie se má skvěle , díky .","written","f","u","u","written","f"
"Z lásky k vám","? “ zašeptala dozorkyně . „ Je to lepší ,","děkuju",". “ Kate se usmála na temnou postavu . Zakoktávala","written","f","u","u","written","f"
"Z lásky k vám","dámě , která se tolik trápila . „ Moc vám","děkuju","! Jsem vám tak vděčná , “ usmála se Kate","written","f","u","u","written","f"
"Z lásky k vám","vzít dobrý příběh a udělat z něj skvělý . Obzvlášť","děkuji","Lauře , která nemá strach navrhovat odvážné , zásadní změny","written","f","i","i","written","f"
"Z lásky k vám","v zámku . Nejste v tom samy . A konečně","děkuji","Simeonovi , který je pravým opakem Marka Brookera , má","written","f","i","i","written","f"
"Mezi vilami","trochu se uvolnili . „ Paní Boylová , moc vám","děkuji","za vaše vřelé přijetí v Dublinu ! “ řekl Shortall","written","f","i","i","written","f"
"Mezi vilami","malý obrázek . „ Krása . “ „ Aha ,","děkuji",", Evo . Koupili jsme ho v Řecku . “","written","f","i","i","written","f"
"Mezi vilami","pro dnešek skončili , Issie ? “ „ Ano ,","děkuji",", Wille . Byl jste skvělý . “ Nedohodla si","written","f","i","i","written","f"
"Plavec","v Bruselu zřejmě nebylo úplně snadné . „ Skvěle ,","děkuju",", “ odvětil George . „ Garçon ! “ zavolal","written","f","u","u","written","f"
"Plavec","povlečením a upadl do zaslouženého spánku . „ Ano ,","děkuju",", “ přijal místo toho nabízenou kávu . „ Tak","written","f","u","u","written","f"
"Plavec",". “ „ Jo ? Tak to ti teda pěkně","děkuju","za kompliment . “ Smích odezněl a obě mladé ženy","written","f","u","u","written","f"
"Pod vodou","“ Povzbudivě mě poplácal po rameni . „ Tak to","děkuju",", “ odpověděl jsem . „ Ale abych řek ještě","written","f","u","u","written","f"
